text,sql
"Среди тех, кто покупает товары только одного бренда, определить имена клиентов, сделавших наибольшее число утвержденных заказов.","WITH single_brand_buyers AS ( SELECT o.customer_id FROM orders o JOIN order_items oi ON o.order_id = oi.order_id JOIN product p ON oi.product_id = p.product_id WHERE o.order_status = 'Approved' GROUP BY o.customer_id HAVING COUNT(DISTINCT p.brand) = 1 ) SELECT c.first_name, c.last_name, COUNT(o.order_id) AS order_count FROM customer c JOIN orders o ON c.customer_id = o.customer_id WHERE c.customer_id IN (SELECT customer_id FROM single_brand_buyers) AND o.order_status = 'Approved' GROUP BY c.customer_id, c.first_name, c.last_name ORDER BY order_count DESC LIMIT 1;"
"Найти бренды, у которых больше всего моделей в таблице ""product"", а также тех, у которых меньше всего моделей.","WITH brand_counts AS ( SELECT brand, COUNT(*) AS model_count FROM product GROUP BY brand ) SELECT brand, model_count FROM brand_counts WHERE model_count = (SELECT MAX(model_count) FROM brand_counts) OR model_count = (SELECT MIN(model_count) FROM brand_counts);"
"Вывести все строки из таблицы ""product"", кроме трех строк с наименьшими ""product_id"" и трех строк с наибольшими ""product_id"".",SELECT * FROM product WHERE product_id NOT IN ( SELECT product_id FROM product ORDER BY product_id ASC LIMIT 3 UNION ALL SELECT product_id FROM product ORDER BY product_id DESC LIMIT 3 );
"С точностью до двух десятичных знаков определить среднее количество товаров (""quantity"") в одной позиции утвержденного заказа.","SELECT ROUND(AVG(quantity), 2) AS avg_quantity FROM order_items oi JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved';"
"Выбрать все утвержденные заказы, которые состояли только из товаров с ценой продажи выше средней цены продажи всех товаров, и при этом общая сумма заказа превышала 5000 долларов.","WITH avg_sale_price AS ( SELECT AVG(item_list_price_at_sale) AS avg_price FROM order_items ) SELECT o.order_id FROM orders o JOIN order_items oi ON o.order_id = oi.order_id CROSS JOIN avg_sale_price asp WHERE o.order_status = 'Approved' GROUP BY o.order_id, asp.avg_price HAVING MIN(oi.item_list_price_at_sale) > asp.avg_price AND SUM(oi.quantity * oi.item_list_price_at_sale) > 5000;"
Для каждого бренда продукта подсчитать количество дней между первой и последней датой утвержденного заказа на этот продукт.,"SELECT p.brand, MAX(o.order_date) - MIN(o.order_date) AS days_diff FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' GROUP BY p.brand;"
"Для семи последовательных дней, начиная с даты, когда из штата VIC было совершено максимальное число утвержденных заказов, определить число заказов от клиентов этого штата в каждый из этих дней.","WITH daily_orders AS ( SELECT o.order_date, COUNT(*) AS cnt FROM orders o JOIN customer c ON o.customer_id = c.customer_id WHERE o.order_status = 'Approved' AND c.state = 'VIC' GROUP BY o.order_date ), max_day AS ( SELECT order_date FROM daily_orders ORDER BY cnt DESC LIMIT 1 ) SELECT md.order_date + generate_series(0, 6) AS date_seq, COALESCE(d.cnt, 0) AS order_count FROM max_day md LEFT JOIN daily_orders d ON d.order_date = md.order_date + generate_series(0, 6);"
"Для каждого бренда продукта определить: количество проданных единиц, число различных утвержденных заказов, количество различных клиентов, общую выручку.","SELECT p.brand, SUM(oi.quantity) AS units_sold, COUNT(DISTINCT o.order_id) AS distinct_orders, COUNT(DISTINCT o.customer_id) AS distinct_customers, SUM(oi.quantity * oi.item_list_price_at_sale) AS total_revenue FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' GROUP BY p.brand;"
"При условии, что продукты бренда ""Trek"" продавались более одного раза, выбрать из них такие, которые входили в утвержденные заказы, содержащие также товары бренда ""Giant Bicycles"".","WITH trek_sales AS ( SELECT oi.order_id FROM order_items oi JOIN product p ON oi.product_id = p.product_id JOIN orders o ON oi.order_id = o.order_id WHERE p.brand = 'Trek' AND o.order_status = 'Approved' GROUP BY oi.order_id HAVING COUNT(*) > 1), mixed_orders AS ( SELECT DISTINCT oi.order_id FROM order_items oi JOIN product p ON oi.product_id = p.product_id JOIN orders o ON oi.order_id = o.order_id WHERE p.brand = 'Giant Bicycles' AND o.order_status = 'Approved' AND oi.order_id IN (SELECT order_id FROM trek_sales) ) SELECT DISTINCT p.product_id, p.product_line  FROM order_items oi JOIN product p ON oi.product_id = p.product_id WHERE p.brand = 'Trek' AND oi.order_id IN (SELECT order_id FROM mixed_orders);"
"Отобрать из таблицы ""product"" те строки, для которых выполняется условие: ""list_price"" > ""standard_cost"" * 1.5 И ""list_price"" > ""product_id"" * 1.5.","SELECT product_id, brand, product_line, product_class, product_size, list_price, standard_cost FROM product WHERE list_price > standard_cost * 1.5 AND list_price > product_id * 1.5;"
"Вывести список продуктов, где ""product_id"" является четным числом, а розничная цена (""list_price"") имеет нечетное целое значение.","SELECT product_id, brand, product_line, product_class, product_size, list_price, standard_cost FROM product WHERE product_id % 2 = 0 AND FLOOR(list_price) % 2 = 1;"
"Для каждой даты утвержденного заказа клиента определить дату его следующего утвержденного заказа. Если следующего нет, вывести NULL.","SELECT customer_id, order_date, LEAD(order_date) OVER (PARTITION BY customer_id ORDER BY order_date) AS next_order_date FROM orders WHERE order_status = 'Approved';"
"Вывести все позиции утвержденных заказов: дата заказа, номер позиции в заказе, ID клиента, сумма позиции, ID продукта, количество.","SELECT o.order_date, oi.order_item_id, o.customer_id, oi.quantity * oi.item_list_price_at_sale AS line_total, oi.product_id, oi.quantity FROM orders o JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved';"
"Пронумеровать все продукты в таблице ""product"" по возрастанию ""product_id"". Разделить их на группы: новая группа начинается, когда встречается продукт с ценой ниже 500 долларов. Для каждой группы вывести: макс ""product_id"", кол-во уникальных брендов, средняя цена.","WITH grouped_products AS ( SELECT product_id, brand, list_price, SUM(CASE WHEN list_price < 500 THEN 1 ELSE 0 END) OVER (ORDER BY product_id) AS group_id FROM product ) SELECT group_id, MAX(product_id) AS max_product_id, COUNT(DISTINCT brand) AS unique_brands, AVG(list_price) AS avg_price FROM grouped_products GROUP BY group_id ORDER BY group_id;"
"Найти пары клиентов из разных штатов, которые сделали заказы в одну и ту же дату.","SELECT DISTINCT c1.customer_id AS cust1, c1.state AS state1, c2.customer_id AS cust2, c2.state AS state2, o1.order_date FROM orders o1 JOIN customer c1 ON o1.customer_id = c1.customer_id JOIN orders o2 ON o1.order_date = o2.order_date AND o1.customer_id != o2.customer_id JOIN customer c2 ON o2.customer_id = c2.customer_id WHERE c1.state != c2.state AND o1.order_status = 'Approved' AND o2.order_status = 'Approved';"
Выбрать три наименьших и три наибольших ID утвержденного заказа. Вывести их в одной строке.,"SELECT (SELECT array_agg(order_id ORDER BY order_id ASC) FROM (SELECT order_id FROM orders WHERE order_status = 'Approved' ORDER BY order_id ASC LIMIT 3) t1) AS min_ids, (SELECT array_agg(order_id ORDER BY order_id DESC) FROM (SELECT order_id FROM orders WHERE order_status = 'Approved' ORDER BY order_id DESC LIMIT 3) t2) AS max_ids;"
"Для каждого класса продукта пронумеровать все продукты этого класса по возрастанию ""product_id"".","SELECT product_class, product_id, ROW_NUMBER() OVER (PARTITION BY product_class ORDER BY product_id) AS row_num FROM product;"
"Пронумеровать строки таблицы ""product"" по возрастанию бренда. Внутри одного бренда нумерация по ""product_id"". Также присвоить каждому бренду порядковый номер по алфавиту.","SELECT brand, product_id, DENSE_RANK() OVER (ORDER BY brand) AS brand_rank, ROW_NUMBER() OVER (PARTITION BY brand ORDER BY product_id) AS product_rank_in_brand FROM product;"
"Для последовательности позиций утвержденных заказов, упорядоченных по дате и ID позиции, вычислить скользящее произведение количеств товаров с чередованием знака (умножение/деление).","WITH RECURSIVE ordered_items AS ( SELECT oi.order_item_id, o.order_date, oi.quantity, ROW_NUMBER() OVER (ORDER BY o.order_date, oi.order_item_id) as rn FROM order_items oi JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' ), calculation AS ( SELECT rn, order_item_id, order_date, quantity, CAST(quantity AS DOUBLE PRECISION) AS running_val FROM ordered_items WHERE rn = 1 UNION ALL SELECT oi.rn, oi.order_item_id, oi.order_date, oi.quantity, CASE WHEN oi.rn % 2 = 0 THEN c.running_val / oi.quantity ELSE c.running_val * oi.quantity END FROM ordered_items oi JOIN calculation c ON oi.rn = c.rn + 1 ) SELECT * FROM calculation;"
"Для пятого по счету клиента (по ID), сделавшего утвержденный заказ в январе 2017 года, определить его штат проживания, ID заказа и дату заказа.","WITH jan_customers AS ( SELECT DISTINCT o.customer_id FROM orders o WHERE o.order_status = 'Approved' AND o.order_date >= '2017-01-01' AND o.order_date < '2017-02-01' ORDER BY o.customer_id LIMIT 5 ) SELECT c.state, o.order_id, o.order_date FROM orders o JOIN customer c ON o.customer_id = c.customer_id WHERE o.customer_id = (SELECT customer_id FROM jan_customers ORDER BY customer_id DESC LIMIT 1) AND o.order_status = 'Approved' AND o.order_date >= '2017-01-01' AND o.order_date < '2017-02-01';"
"Найти утвержденные заказы, в которых сумма количеств трех самых дорогих позиций образует стороны правильного треугольника (сумма любых двух больше третьей).","WITH top3_expensive AS ( SELECT o.order_id, oi.quantity, ROW_NUMBER() OVER (PARTITION BY o.order_id ORDER BY oi.item_list_price_at_sale DESC) as rn FROM orders o JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' ), triangle_check AS ( SELECT order_id, SUM(quantity) FILTER (WHERE rn = 1) as q1, SUM(quantity) FILTER (WHERE rn = 2) as q2, SUM(quantity) FILTER (WHERE rn = 3) as q3 FROM top3_expensive WHERE rn <= 3 GROUP BY order_id HAVING COUNT(*) = 3 ) SELECT order_id FROM triangle_check WHERE (q1 + q2 > q3) AND (q1 + q3 > q2) AND (q2 + q3 > q1);"
"Вывести бренды, у которых нет продуктов дороже 1000 долларов, и бренды, у которых все продукты дороже 1000 долларов.","SELECT brand, 'No products > 1000' as type FROM product GROUP BY brand HAVING MAX(list_price) <= 1000 UNION ALL SELECT brand, 'All products > 1000' as type FROM product GROUP BY brand HAVING MIN(list_price) > 1000;"
"Определить имена клиентов, которые сделали утвержденный заказ в субботу, а следующий их утвержденный заказ был сделан в воскресенье.","WITH order_sequence AS ( SELECT o.customer_id, o.order_date, EXTRACT(DOW FROM o.order_date) AS day_of_week, LEAD(EXTRACT(DOW FROM o.order_date)) OVER (PARTITION BY o.customer_id ORDER BY o.order_date) AS next_day_of_week FROM orders o WHERE o.order_status = 'Approved' ) SELECT DISTINCT c.first_name, c.last_name FROM order_sequence os JOIN customer c ON os.customer_id = c.customer_id WHERE os.day_of_week = 6 -- Saturday AND os.next_day_of_week = 0; -- Sunday"
"Найти продукты, у которых розничная цена равна себестоимости, и цена находится в диапазоне от 100 до 1000 долларов.",SELECT * FROM product WHERE list_price = standard_cost AND list_price BETWEEN 100 AND 1000;
Сколько клиентов из штата NSW никогда не делали заказов?,SELECT COUNT(*) FROM customer c LEFT JOIN orders o ON c.customer_id = o.customer_id WHERE c.state = 'NSW' AND o.order_id IS NULL;
"Для каждого продукта вычислить, сколько долларов нужно добавить к его текущей цене, чтобы она стала равна 1000 долларам.","SELECT product_id, list_price, 1000 - list_price AS amount_to_add FROM product WHERE list_price < 1000;"
"Определить имена клиентов и ID продуктов, которые эти клиенты покупали чаще всего (максимальное количество повторений покупки одного и того же продукта).","WITH purchase_counts AS ( SELECT o.customer_id, oi.product_id, COUNT(*) as cnt, RANK() OVER (PARTITION BY o.customer_id ORDER BY COUNT(*) DESC) as rnk FROM orders o JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' GROUP BY o.customer_id, oi.product_id ) SELECT c.first_name, c.last_name, pc.product_id, pc.cnt FROM purchase_counts pc JOIN customer c ON pc.customer_id = c.customer_id WHERE pc.rnk = 1;"
"Найти утвержденные заказы, где количества товаров в позициях образуют арифметическую прогрессию.","WITH sorted_quantities AS ( SELECT o.order_id, oi.quantity, ROW_NUMBER() OVER (PARTITION BY o.order_id ORDER BY oi.quantity) as rn FROM orders o JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' ), progression_check AS ( SELECT order_id, MAX(CASE WHEN rn = 1 THEN quantity END) as q1, MAX(CASE WHEN rn = 2 THEN quantity END) as q2, MAX(CASE WHEN rn = 3 THEN quantity END) as q3, COUNT(*) as cnt FROM sorted_quantities GROUP BY order_id ) SELECT order_id FROM progression_check WHERE cnt = 3 AND (q2 - q1) = (q3 - q2);"
"Найти непрерывные интервалы дат, в которые ежедневно совершались хотя бы один утвержденный заказ.","WITH daily_orders AS ( SELECT DISTINCT order_date FROM orders WHERE order_status = 'Approved' ), grouped_dates AS ( SELECT order_date, order_date - INTERVAL '1 day' * ROW_NUMBER() OVER (ORDER BY order_date) AS grp FROM daily_orders ) SELECT MIN(order_date) AS start_date, MAX(order_date) AS end_date FROM grouped_dates GROUP BY grp ORDER BY start_date;"
"Для каждого бренда найти максимальное значение из: ""list_price * 5"", ""standard_cost * 3"", ""product_id"".","SELECT brand, MAX(GREATEST(list_price * 5, standard_cost * 3, product_id)) AS max_value FROM product GROUP BY brand;"
Для каждой даты утвержденного заказа определить дату следующего високосного года.,"SELECT order_date, CASE WHEN EXTRACT(YEAR FROM order_date) % 4 = 0 AND (EXTRACT(YEAR FROM order_date) % 100 != 0 OR EXTRACT(YEAR FROM order_date) % 400 = 0) THEN order_date + INTERVAL '4 years' ELSE MAKE_DATE( (EXTRACT(YEAR FROM order_date)::int + (4 - EXTRACT(YEAR FROM order_date)::int % 4)), EXTRACT(MONTH FROM order_date)::int, EXTRACT(DAY FROM order_date)::int ) END AS next_leap_year_date FROM orders WHERE order_status = 'Approved';"
"Сгруппировать все утвержденные заказы по месяцам. Вывести только те месяцы, в которых было более 10 заказов.","SELECT DATE_TRUNC('month', order_date) AS month_year, COUNT(*) AS order_count FROM orders WHERE order_status = 'Approved' GROUP BY DATE_TRUNC('month', order_date) HAVING COUNT(*) > 10;"
"Для каждого бренда вычислить среднее арифметическое, геометрическое и квадратичное цен продаж его товаров.","SELECT p.brand, AVG(oi.item_list_price_at_sale) AS arithmetic_mean, EXP(AVG(LN(oi.item_list_price_at_sale))) AS geometric_mean, SQRT(AVG(POWER(oi.item_list_price_at_sale, 2))) AS quadratic_mean FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' GROUP BY p.brand;"
"Для каждого продукта указать дату первого утвержденного заказа, в котором он участвовал.","SELECT p.product_id, MIN(o.order_date) AS first_order_date FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' GROUP BY p.product_id;"
"Найти клиентов, которые живут в штате, отличном от NSW","SELECT customer_id, first_name, last_name, state FROM customer WHERE state != 'NSW' LIMIT 1000;"
"Пронумеровать продукты в таблице ""product"" по группам брендов, внутри группы по ""product_id"".","SELECT brand, product_id, ROW_NUMBER() OVER (PARTITION BY brand ORDER BY product_id) AS row_num_in_brand FROM product LIMIT 1000; "
"Среди клиентов, покупавших товары не менее двух разных брендов, найти тех, кто купил одинаковое количество товаров каждого из этих брендов.","WITH brand_counts AS ( SELECT o.customer_id, p.brand, SUM(oi.quantity) AS total_qty FROM orders o JOIN order_items oi ON o.order_id = oi.order_id JOIN product p ON oi.product_id = p.product_id WHERE o.order_status = 'Approved' GROUP BY o.customer_id, p.brand ), multi_brand_customers AS ( SELECT customer_id FROM brand_counts GROUP BY customer_id HAVING COUNT(DISTINCT brand) >= 2 AND COUNT(DISTINCT total_qty) = 1) SELECT c.customer_id, c.first_name, c.last_name, bc.brand, bc.total_qty FROM multi_brand_customers mbc JOIN customer c ON mbc.customer_id = c.customer_id JOIN brand_counts bc ON mbc.customer_id = bc.customer_id ORDER BY c.customer_id, bc.brand;"
"Определить имена клиентов, которые сделали два утвержденных заказа подряд в один и тот же день недели.","WITH order_weekdays AS ( SELECT customer_id, EXTRACT(DOW FROM order_date) AS day_of_week, LAG(EXTRACT(DOW FROM order_date)) OVER (PARTITION BY customer_id ORDER BY order_date) AS prev_day_of_week FROM orders WHERE order_status = 'Approved' ) SELECT DISTINCT c.first_name, c.last_name FROM order_weekdays ow JOIN customer c ON ow.customer_id = c.customer_id WHERE ow.day_of_week = ow.prev_day_of_week;"
"Для клиента с максимальным количеством заказов вывести его имя, а также имена предыдущего и следующего клиента по ID.","WITH max_orders_customer AS ( SELECT customer_id FROM orders WHERE order_status = 'Approved' GROUP BY customer_id ORDER BY COUNT(*) DESC LIMIT 1 ), neighbors AS ( SELECT customer_id, LAG(first_name || ' ' || last_name) OVER (ORDER BY customer_id) AS prev_name, first_name || ' ' || last_name AS current_name, LEAD(first_name || ' ' || last_name) OVER (ORDER BY customer_id) AS next_name FROM customer ) SELECT prev_name, current_name, next_name FROM neighbors WHERE customer_id = (SELECT customer_id FROM max_orders_customer);"
Найти среднее арифметическое цен: самых дешевых товаров брендов с низкой средней себестоимостью и самых дорогих товаров брендов с высокой средней ценой.,"WITH brand_stats AS ( SELECT brand, AVG(standard_cost) AS avg_cost, AVG(list_price) AS avg_price FROM product GROUP BY brand ), extreme_brands AS ( SELECT (SELECT brand FROM brand_stats ORDER BY avg_cost ASC LIMIT 1) AS low_cost_brand, (SELECT brand FROM brand_stats ORDER BY avg_price DESC LIMIT 1) AS high_price_brand ) SELECT AVG(sub.price_val) AS final_avg FROM ( SELECT MIN(list_price) AS price_val FROM product WHERE brand = (SELECT low_cost_brand FROM extreme_brands) UNION ALL SELECT MAX(list_price) AS price_val FROM product WHERE brand = (SELECT high_price_brand FROM extreme_brands) ) AS sub;"
"Сравнить ежедневную выручку от клиентов NSW и VIC. Вывести даты, где выручка NSW > VIC, VIC > NSW или равны.","WITH daily_revenue AS ( SELECT o.order_date, c.state, SUM(oi.quantity * oi.item_list_price_at_sale) AS revenue FROM orders o JOIN customer c ON o.customer_id = c.customer_id JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' AND c.state IN ('NSW', 'VIC') GROUP BY o.order_date, c.state ), pivoted AS ( SELECT order_date, COALESCE(SUM(CASE WHEN state = 'NSW' THEN revenue ELSE 0 END), 0) AS nsw_rev, COALESCE(SUM(CASE WHEN state = 'VIC' THEN revenue ELSE 0 END), 0) AS vic_rev FROM daily_revenue GROUP BY order_date ) SELECT order_date, CASE WHEN nsw_rev > vic_rev THEN 'NSW > VIC' WHEN vic_rev > nsw_rev THEN 'VIC > NSW' ELSE 'Equal' END AS comparison FROM pivoted WHERE nsw_rev > 0 OR vic_rev > 0;"
"Найти минимальный и максимальный отсутствующий ""product_id"" в диапазоне от мин до макс существующих ID.","WITH bounds AS ( SELECT MIN(product_id) AS min_id, MAX(product_id) AS max_id FROM product ), all_ids AS ( SELECT generate_series(min_id, max_id) AS id FROM bounds ) SELECT MIN(a.id) AS min_missing, MAX(a.id) AS max_missing FROM all_ids a LEFT JOIN product p ON a.id = p.product_id WHERE p.product_id IS NULL;"
"Вывести список утвержденных заказов в две колонки: первая половина заказов по дате, вторая половина.","WITH ordered_orders AS ( SELECT order_id, order_date, ROW_NUMBER() OVER (ORDER BY order_date, order_id) AS rn, COUNT(*) OVER () AS total_count FROM orders WHERE order_status = 'Approved' ) SELECT MAX(CASE WHEN rn <= CEIL(total_count::DECIMAL / 2) THEN order_id END) AS first_half_id, MAX(CASE WHEN rn > CEIL(total_count::DECIMAL / 2) THEN order_id END) AS second_half_id FROM ordered_orders GROUP BY CASE WHEN rn <= CEIL(total_count::DECIMAL / 2) THEN rn ELSE rn - CEIL(total_count::DECIMAL / 2) END ORDER BY CASE WHEN rn <= CEIL(total_count::DECIMAL / 2) THEN rn ELSE rn - CEIL(total_count::DECIMAL / 2) END;"
"Выбрать бренды, названия которых содержат минимум 2 разные гласные буквы, и каждая гласная встречается одинаковое число раз.","SELECT brand FROM product GROUP BY brand HAVING (LENGTH(LOWER(brand)) - LENGTH(REPLACE(LOWER(brand), 'a', ''))) AS cnt_a, (LENGTH(LOWER(brand)) - LENGTH(REPLACE(LOWER(brand), 'e', ''))) AS cnt_e, (LENGTH(LOWER(brand)) - LENGTH(REPLACE(LOWER(brand), 'i', ''))) AS cnt_i, (LENGTH(LOWER(brand)) - LENGTH(REPLACE(LOWER(brand), 'o', ''))) AS cnt_o, (LENGTH(LOWER(brand)) - LENGTH(REPLACE(LOWER(brand), 'u', ''))) AS cnt_u SELECT brand FROM ( SELECT brand, ARRAY[ NULLIF(LENGTH(LOWER(brand)) - LENGTH(REPLACE(LOWER(brand), 'a', '')), 0), NULLIF(LENGTH(LOWER(brand)) - LENGTH(REPLACE(LOWER(brand), 'e', '')), 0), NULLIF(LENGTH(LOWER(brand)) - LENGTH(REPLACE(LOWER(brand), 'i', '')), 0), NULLIF(LENGTH(LOWER(brand)) - LENGTH(REPLACE(LOWER(brand), 'o', '')), 0), NULLIF(LENGTH(LOWER(brand)) - LENGTH(REPLACE(LOWER(brand), 'u', '')), 0) ] AS vowel_counts FROM product ) sub WHERE array_length(array_remove(vowel_counts, NULL), 1) >= 2 AND (SELECT bool_and(val = first_val) FROM unnest(array_remove(vowel_counts, NULL)) AS val, (SELECT min(val) FROM unnest(array_remove(vowel_counts, NULL)) AS val) AS t(first_val)) ;"
Вывести ID утвержденного заказа и его представление в двоичной системе счисления.,"SELECT order_id, TO_CHAR(order_id, 'FM00000000000000000000000000000000')::bit(32)::text AS binary_repr FROM orders WHERE order_status = 'Approved';"
"Распределить продукты из таблицы ""product"" по трем столбцам по порядку ""product_id"".","SELECT MAX(CASE WHEN rn % 3 = 1 THEN product_id END) AS col_1, MAX(CASE WHEN rn % 3 = 2 THEN product_id END) AS col_2, MAX(CASE WHEN rn % 3 = 0 THEN product_id END) AS col_3 FROM ( SELECT product_id, ROW_NUMBER() OVER (ORDER BY product_id) AS rn FROM product ) AS sub GROUP BY (rn - 1) / 3;"
"Найти продукты, которые никогда не продавались (нет в ""order_items"").","SELECT p.product_id, p.brand, p.product_line, p.product_class, p.list_price FROM product p LEFT JOIN order_items oi ON p.product_id = oi.product_id WHERE oi.product_id IS NULL;"
В пределах каждого месяца найти дату последнего утвержденного заказа.,"SELECT DATE_TRUNC('month', order_date) AS month_year, MAX(order_date) AS last_order_date FROM orders WHERE order_status = 'Approved' GROUP BY DATE_TRUNC('month', order_date);"
"Для каждого клиента, в имени которого есть небуквенные символы, вывести позицию первого такого символа.","SELECT first_name, POSITION(SUBSTRING(first_name FROM '[^A-Za-z]') IN first_name) AS pos_first_non_alpha FROM customer WHERE first_name ~ '[^A-Za-z]';"
"Для каждой пятой модели продукта (по ""product_id"") определить её класс и среднюю цену всех продуктов этого класса.","WITH fifth_products AS ( SELECT product_id, product_class, ROW_NUMBER() OVER (ORDER BY product_id) AS rn FROM product ) SELECT fp.product_id, fp.product_class, AVG(p.list_price) AS avg_class_price FROM fifth_products fp JOIN product p ON fp.product_class = p.product_class WHERE fp.rn % 5 = 0 GROUP BY fp.product_id, fp.product_class;"
"Вывести имена клиентов, которые покупали товары из наибольшего количества разных классов продуктов.","WITH class_counts AS ( SELECT o.customer_id, COUNT(DISTINCT p.product_class) AS distinct_classes FROM orders o JOIN order_items oi ON o.order_id = oi.order_id JOIN product p ON oi.product_id = p.product_id WHERE o.order_status = 'Approved' GROUP BY o.customer_id ) SELECT c.first_name, c.last_name, cc.distinct_classes FROM class_counts cc JOIN customer c ON cc.customer_id = c.customer_id WHERE cc.distinct_classes = (SELECT MAX(distinct_classes) FROM class_counts);"
"Вывести штаты, клиенты которых не участвовали ни в одном утвержденном заказе.",SELECT DISTINCT c.state FROM customer c WHERE NOT EXISTS ( SELECT 1 FROM orders o WHERE o.customer_id = c.customer_id AND o.order_status = 'Approved' );
"Определить количество утвержденных заказов в каждом десятилетии (2010s, 2020s и т.д.).","SELECT (EXTRACT(YEAR FROM order_date)::INT / 10) * 10 || 's' AS decade, COUNT(*) AS order_count FROM orders WHERE order_status = 'Approved' GROUP BY decade ORDER BY decade;"
Для каждого клиента определить количество дней в январе 2017 года между его первым и последним утвержденным заказом.,"SELECT c.customer_id, c.first_name, c.last_name, MAX(o.order_date) - MIN(o.order_date) AS days_diff_jan_2017 FROM customer c JOIN orders o ON c.customer_id = o.customer_id WHERE o.order_status = 'Approved' AND o.order_date >= '2017-01-01' AND o.order_date < '2017-02-01' GROUP BY c.customer_id, c.first_name, c.last_name;"
"Среди клиентов, покупавших товары только одного бренда, определить тех, кто сделал заказы в один и тот же штат не менее 2-х раз.","WITH single_brand_buyers AS ( SELECT o.customer_id FROM orders o JOIN order_items oi ON o.order_id = oi.order_id JOIN product p ON oi.product_id = p.product_id WHERE o.order_status = 'Approved' GROUP BY o.customer_id HAVING COUNT(DISTINCT p.brand) = 1 ) SELECT c.customer_id, c.first_name, c.last_name, COUNT(o.order_id) AS order_count FROM customer c JOIN orders o ON c.customer_id = o.customer_id WHERE c.customer_id IN (SELECT customer_id FROM single_brand_buyers) AND o.order_status = 'Approved' GROUP BY c.customer_id, c.first_name, c.last_name HAVING COUNT(o.order_id) >= 2;"
"Для каждого утвержденного заказа определить дату последней пятницы месяца, в котором он был сделан.","SELECT order_id, order_date, (DATE_TRUNC('month', order_date) + INTERVAL '1 month - 1 day')::date - EXTRACT(DOW FROM (DATE_TRUNC('month', order_date) + INTERVAL '1 month - 1 day')::date)::int + CASE WHEN EXTRACT(DOW FROM (DATE_TRUNC('month', order_date) + INTERVAL '1 month - 1 day')::date) >= 5 THEN 0 ELSE - (7 - (5 - EXTRACT(DOW FROM (DATE_TRUNC('month', order_date) + INTERVAL '1 month - 1 day')::date))) END AS last_friday FROM orders WHERE order_status = 'Approved';"
"Найти бренды, которые производят продукты как с самой низкой, так и с самой высокой ценой в своем ассортименте.",SELECT brand FROM product GROUP BY brand HAVING MIN(list_price) = (SELECT MIN(list_price) FROM product) AND MAX(list_price) = (SELECT MAX(list_price) FROM product);
Для каждой пары последовательных дат утвержденных заказов найти сумму стоимостей заказов в интервале между ними.,"WITH daily_totals AS ( SELECT order_date, SUM(quantity * item_list_price_at_sale) AS daily_sum FROM orders o JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' GROUP BY order_date ), lagged AS ( SELECT order_date, daily_sum, LAG(order_date) OVER (ORDER BY order_date) AS prev_date, LAG(daily_sum) OVER (ORDER BY order_date) AS prev_sum FROM daily_totals ) SELECT prev_date AS date1, order_date AS date2, daily_sum + COALESCE(prev_sum, 0) AS sum_between -- Или просто сумма двух дней FROM lagged WHERE prev_date IS NOT NULL;"
"Для продукта с максимальным ""product_id"" вывести все его характеристики в виде пар ""имя_столбца: значение"".","SELECT json_build_object( 'product_id', p.product_id, 'brand', p.brand, 'product_line', p.product_line, 'product_class', p.product_class, 'list_price', p.list_price, 'standard_cost', p.standard_cost ) AS product_details FROM product p WHERE product_id = (SELECT MAX(product_id) FROM product);"
"Пронумеровать строки из таблицы ""product"" по убыванию количества моделей у бренда, затем по алфавиту бренда, затем по ""product_id"".","SELECT brand, product_id, ROW_NUMBER() OVER ( ORDER BY (SELECT COUNT(*) FROM product p2 WHERE p2.brand = p.brand) DESC, brand ASC, product_id ASC ) AS global_rank FROM product p;"
Для клиентов с именем из трех и более слов заменить средние слова на звездочки.,"SELECT first_name, CASE WHEN array_length(string_to_array(first_name, ' '), 1) >= 3 THEN (string_to_array(first_name, ' '))[1] || ' *** ' || (string_to_array(first_name, ' '))[array_length(string_to_array(first_name, ' '), 1)] ELSE first_name END AS masked_name FROM customer;"
